Date,Ticker,Close
2024-01-02,MMM,91.9732437133789
2024-01-03,MMM,90.12541961669922
2024-01-04,MMM,90.44314575195312
2024-01-05,MMM,90.7943115234375
2024-01-08,MMM,91.02006530761719
2024-01-09,MMM,91.22073364257812
2024-01-10,MMM,90.55184173583984
2024-01-11,MMM,91.07023620605469
2024-01-12,MMM,90.40133666992188
2024-01-16,MMM,90.0
2024-01-17,MMM,88.69564819335938
2024-01-18,MMM,88.99665832519531
2024-01-19,MMM,90.10033416748047
2024-01-22,MMM,90.3177261352539
2024-01-23,MMM,80.3511734008789
2024-01-24,MMM,77.95986938476562
2024-01-25,MMM,80.25083923339844
2024-01-26,MMM,80.25919342041016
2024-01-29,MMM,80.58528137207031
2024-01-30,MMM,80.05852508544922
2024-01-31,MMM,78.8879623413086
2024-02-01,MMM,80.19230651855469
2024-02-02,MMM,79.32273864746094
2024-02-05,MMM,77.533447265625
2024-02-06,MMM,78.39464569091797
2024-02-07,MMM,78.46154022216797
2024-02-08,MMM,77.92642211914062
2024-02-09,MMM,77.67558288574219
2024-02-12,MMM,79.1220703125
2024-02-13,MMM,77.47491455078125
2024-02-14,MMM,77.27424621582031
2024-02-15,MMM,77.24080657958984
2024-02-16,MMM,76.29598999023438
2024-02-20,MMM,76.77257537841797
2024-02-21,MMM,76.68060302734375
2024-02-22,MMM,77.11538696289062
2024-02-23,MMM,77.40802764892578
2024-02-26,MMM,76.77257537841797
2024-02-27,MMM,77.17391204833984
2024-02-28,MMM,76.47157287597656
2024-02-29,MMM,77.0234146118164
2024-03-01,MMM,76.80602264404297
2024-03-04,MMM,76.45484924316406
2024-03-05,MMM,77.5
2024-03-06,MMM,77.35785675048828
2024-03-07,MMM,77.44147491455078
2024-03-08,MMM,78.51170349121094
2024-03-11,MMM,78.63712310791016
2024-03-12,MMM,82.54180908203125
2024-03-13,MMM,87.01505279541016
2024-03-14,MMM,86.22073364257812
2024-03-15,MMM,87.79264068603516
2024-03-18,MMM,87.62541961669922
2024-03-19,MMM,88.0602035522461
2024-03-20,MMM,90.39297485351562
2024-03-21,MMM,90.19230651855469
2024-03-22,MMM,89.28093719482422
2024-03-25,MMM,87.65885925292969
2024-03-26,MMM,85.81103515625
2024-03-27,MMM,87.44983673095703
2024-03-28,MMM,88.68729400634766
2024-01-02,AOS,81.44000244140625
2024-01-03,AOS,78.70999908447266
2024-01-04,AOS,79.37999725341797
2024-01-05,AOS,79.04000091552734
2024-01-08,AOS,79.2699966430664
2024-01-09,AOS,79.83999633789062
2024-01-10,AOS,80.4800033569336
2024-01-11,AOS,80.66000366210938
2024-01-12,AOS,81.11000061035156
2024-01-16,AOS,80.9800033569336
2024-01-17,AOS,80.12000274658203
2024-01-18,AOS,80.58000183105469
2024-01-19,AOS,81.20999908447266
2024-01-22,AOS,82.12000274658203
2024-01-23,AOS,81.8499984741211
2024-01-24,AOS,80.33000183105469
2024-01-25,AOS,81.2699966430664
2024-01-26,AOS,80.91999816894531
2024-01-29,AOS,81.6500015258789
2024-01-30,AOS,79.72000122070312
2024-01-31,AOS,77.61000061035156
2024-02-01,AOS,79.56999969482422
2024-02-02,AOS,78.33000183105469
2024-02-05,AOS,77.08999633789062
2024-02-06,AOS,78.22000122070312
2024-02-07,AOS,79.83999633789062
2024-02-08,AOS,80.25
2024-02-09,AOS,80.54000091552734
2024-02-12,AOS,81.27999877929688
2024-02-13,AOS,79.25
2024-02-14,AOS,81.16999816894531
2024-02-15,AOS,81.0
2024-02-16,AOS,80.08999633789062
2024-02-20,AOS,79.63999938964844
2024-02-21,AOS,80.2300033569336
2024-02-22,AOS,80.61000061035156
2024-02-23,AOS,81.4000015258789
2024-02-26,AOS,81.58999633789062
2024-02-27,AOS,82.30000305175781
2024-02-28,AOS,82.88999938964844
2024-02-29,AOS,82.9000015258789
2024-03-01,AOS,83.94000244140625
2024-03-04,AOS,85.0999984741211
2024-03-05,AOS,83.69000244140625
2024-03-06,AOS,84.5
2024-03-07,AOS,86.6500015258789
2024-03-08,AOS,85.81999969482422
2024-03-11,AOS,85.30999755859375
2024-03-12,AOS,85.93000030517578
2024-03-13,AOS,86.16000366210938
2024-03-14,AOS,86.62000274658203
2024-03-15,AOS,87.08999633789062
2024-03-18,AOS,85.86000061035156
2024-03-19,AOS,86.77999877929688
2024-03-20,AOS,87.63999938964844
2024-03-21,AOS,89.87999725341797
2024-03-22,AOS,89.27999877929688
2024-03-25,AOS,88.04000091552734
2024-03-26,AOS,87.87999725341797
2024-03-27,AOS,88.8499984741211
2024-03-28,AOS,89.45999908447266
2024-01-02,ABT,109.8499984741211
2024-01-03,ABT,109.5199966430664
2024-01-04,ABT,110.9800033569336
2024-01-05,ABT,110.80000305175781
2024-01-08,ABT,112.4000015258789
2024-01-09,ABT,112.7300033569336
2024-01-10,ABT,114.4000015258789
2024-01-11,ABT,113.5
2024-01-12,ABT,113.91999816894531
2024-01-16,ABT,113.76000213623047
2024-01-17,ABT,113.93000030517578
2024-01-18,ABT,114.0199966430664
2024-01-19,ABT,114.69000244140625
2024-01-22,ABT,114.19000244140625
2024-01-23,ABT,114.0
2024-01-24,ABT,110.7699966430664
2024-01-25,ABT,112.44999694824219
2024-01-26,ABT,112.01000213623047
2024-01-29,ABT,113.44999694824219
2024-01-30,ABT,113.4800033569336
2024-01-31,ABT,113.1500015258789
2024-02-01,ABT,114.48999786376953
2024-02-02,ABT,112.11000061035156
2024-02-05,ABT,111.6500015258789
2024-02-06,ABT,114.0
2024-02-07,ABT,113.30999755859375
2024-02-08,ABT,112.43000030517578
2024-02-09,ABT,111.80999755859375
2024-02-12,ABT,112.52999877929688
2024-02-13,ABT,111.33999633789062
2024-02-14,ABT,112.05999755859375
2024-02-15,ABT,113.63999938964844
2024-02-16,ABT,114.01000213623047
2024-02-20,ABT,116.63999938964844
2024-02-21,ABT,117.87000274658203
2024-02-22,ABT,119.0199966430664
2024-02-23,ABT,119.45999908447266
2024-02-26,ABT,118.69000244140625
2024-02-27,ABT,119.4000015258789
2024-02-28,ABT,120.05000305175781
2024-02-29,ABT,118.63999938964844
2024-03-01,ABT,118.62000274658203
2024-03-04,ABT,120.04000091552734
2024-03-05,ABT,118.4800033569336
2024-03-06,ABT,119.33999633789062
2024-03-07,ABT,120.91999816894531
2024-03-08,ABT,120.95999908447266
2024-03-11,ABT,120.19000244140625
2024-03-12,ABT,120.76000213623047
2024-03-13,ABT,120.16000366210938
2024-03-14,ABT,118.8499984741211
2024-03-15,ABT,115.48999786376953
2024-03-18,ABT,112.44000244140625
2024-03-19,ABT,113.16000366210938
2024-03-20,ABT,111.5
2024-03-21,ABT,111.51000213623047
2024-03-22,ABT,110.56999969482422
2024-03-25,ABT,110.01000213623047
2024-03-26,ABT,111.5
2024-03-27,ABT,113.4800033569336
2024-03-28,ABT,113.66000366210938
2024-01-02,ABBV,159.82000732421875
2024-01-03,ABBV,160.4600067138672
2024-01-04,ABBV,161.4600067138672
2024-01-05,ABBV,162.13999938964844
2024-01-08,ABBV,161.42999267578125
2024-01-09,ABBV,162.30999755859375
2024-01-10,ABBV,164.88999938964844
2024-01-11,ABBV,163.77999877929688
2024-01-12,ABBV,162.39999389648438
2024-01-16,ABBV,161.47999572753906
2024-01-17,ABBV,162.0399932861328
2024-01-18,ABBV,163.3000030517578
2024-01-19,ABBV,164.77000427246094
2024-01-22,ABBV,165.38999938964844
2024-01-23,ABBV,167.5
2024-01-24,ABBV,164.22000122070312
2024-01-25,ABBV,165.1300048828125
2024-01-26,ABBV,164.39999389648438
2024-01-29,ABBV,163.91000366210938
2024-01-30,ABBV,164.9199981689453
